customer_id,first_name,last_name,age,home_state,signup_date,card_type,email,is_churned,churn_month
CUST000089,Christopher,Mahoney,27,CO,2021-11-30,Platinum,whayes@example.org,0,
CUST000090,Justin,Williams,61,WA,2024-07-24,Gold,georgeperry@example.com,0,
CUST000091,Joanne,Cherry,24,OH,2022-06-25,Platinum,richard34@example.com,0,
CUST000092,Preston,Jackson,25,OH,2024-01-15,Platinum,charlesmason@example.com,0,
CUST000093,Shawn,Cook,49,PA,2023-12-30,Green,jsimmons@example.org,1,2025-10-01
CUST000094,Gregg,Peters,28,NJ,2022-02-27,Platinum,john49@example.org,0,
CUST000095,Kara,Gutierrez,59,CA,2026-01-06,Green,nreese@example.com,0,
CUST000096,Karen,Jimenez,27,NY,2022-04-26,Gold,david88@example.net,0,
CUST000097,Melinda,Davis,57,IL,2025-06-08,Gold,patrickbrewer@example.com,0,
CUST000098,Melinda,Salas,55,FL,2026-06-02,Gold,martinezronald@example.com,0,
CUST000099,Tracy,Jones,44,MN,2026-07-03,Green,pcompton@example.org,0,
CUST000100,Edwin,Stanton,22,TX,2022-01-14,Gold,davidjennifer@example.net,0,
CUST000101,Patricia,Miller,34,MN,2025-10-09,Green,smithdavid@example.net,0,
CUST000102,Debbie,Torres,45,IL,2026-03-19,Green,courtneyrice@example.com,0,
CUST000103,Daniel,Jones,61,NC,2024-11-19,Platinum,paulwalker@example.net,0,
CUST000104,Amanda,Davies,43,MN,2020-09-13,Green,susan37@example.net,0,
CUST000105,John,Yu,44,CO,2022-02-07,Gold,brian37@example.net,0,
CUST000106,Christopher,Perez,28,FL,2024-07-29,Gold,obuckley@example.com,0,
CUST000107,Matthew,Fisher,52,MA,2020-11-24,Platinum,zgonzalez@example.com,0,
CUST000108,William,Harris,51,CO,2025-02-16,Gold,larrywilkins@example.org,1,2025-10-01
CUST000109,Joseph,Small,40,TX,2023-06-27,Green,cranetyler@example.org,0,
CUST000110,Todd,Lozano,30,FL,2026-01-27,Green,rushdustin@example.com,0,
CUST000111,Andrew,Carlson,68,NJ,2021-01-08,Gold,dwilliams@example.org,0,
CUST000112,Rachael,Stephenson,68,NC,2023-01-20,Green,brightsarah@example.com,0,
CUST000113,Denise,Warren,51,PA,2021-11-02,Gold,qjohnson@example.net,0,
CUST000114,Nathaniel,Rivera,54,NY,2022-12-19,Gold,danielmiller@example.org,0,
CUST000115,Stephanie,Martinez,34,MD,2022-10-21,Platinum,omarmack@example.com,0,
CUST000116,Ryan,Williams,44,IL,2025-08-17,Platinum,igonzalez@example.com,1,2025-10-01
CUST000117,Michael,Prince,65,TN,2021-11-07,Green,welchjohn@example.net,0,
CUST000118,Billy,Johnson,22,MD,2025-04-17,Green,prattbryan@example.org,0,
CUST000119,Rachel,Morgan,40,TX,2025-03-06,Gold,matthew90@example.com,0,
CUST000120,Hannah,Glass,65,NC,2025-03-04,Green,adam91@example.org,0,
CUST000121,Daniel,Baldwin,54,VA,2025-08-25,Green,yfinley@example.com,0,
CUST000122,Lisa,Anderson,31,VA,2026-03-05,Gold,zwhite@example.net,0,
CUST000123,Heather,Hernandez,70,GA,2022-07-07,Green,markflores@example.com,0,
CUST000124,Caitlin,Hunt,55,TN,2025-05-25,Gold,pmullins@example.com,0,
CUST000125,Arthur,Tran,70,MD,2021-01-30,Platinum,eugene61@example.org,0,
CUST000126,Christopher,Davis,42,GA,2022-04-14,Green,cmcneil@example.org,0,
CUST000127,Robert,Oliver,60,OH,2022-02-06,Gold,julieboone@example.net,0,
CUST000128,Kimberly,Carter,36,WA,2025-04-02,Gold,ashley54@example.net,0,
CUST000129,Scott,Lopez,68,GA,2022-04-04,Platinum,erichenson@example.net,0,
CUST000130,Calvin,King,33,MD,2021-10-28,Green,williamhall@example.org,0,
CUST000131,Vicki,Garcia,52,VA,2024-08-12,Green,oandrade@example.com,0,
CUST000132,Billy,Carter,67,NY,2026-03-07,Platinum,williamscaroline@example.net,0,
CUST000133,Charles,Hunt,22,NC,2021-11-10,Platinum,shanegreen@example.net,1,2025-08-01
CUST000134,Daniel,Carlson,51,NC,2026-05-15,Green,jeff55@example.org,0,
CUST000135,Zoe,Johnson,33,MN,2020-12-16,Green,lisafuentes@example.com,0,
CUST000136,Jacob,Collins,43,MA,2024-10-06,Gold,anthonysimpson@example.com,0,
CUST000137,Craig,Foster,67,VA,2021-01-27,Platinum,danielledavis@example.org,0,
CUST000138,Joseph,Mcneil,44,TX,2023-01-30,Green,robert04@example.net,0,
CUST000139,Michael,Butler,35,FL,2024-02-04,Gold,deanna66@example.org,0,
CUST000140,Ryan,Moore,35,CO,2026-05-06,Platinum,hooverrichard@example.com,0,
CUST000141,Francisco,Smith,33,NJ,2023-06-17,Gold,daniellebrowning@example.org,0,
CUST000142,Sara,Mclaughlin,34,CO,2024-02-18,Green,dustincampbell@example.net,0,
CUST000143,Carlos,Reyes,60,MN,2021-09-22,Green,kevinhood@example.org,1,2025-09-01
CUST000144,Timothy,Brown,21,CO,2026-07-19,Green,tmiller@example.net,0,
CUST000145,Patricia,Bowman,62,VA,2024-10-27,Platinum,christinemendez@example.org,0,
CUST000146,Isaac,Robinson,62,TX,2025-09-01,Green,kmays@example.com,0,
CUST000147,Edward,Arellano,63,FL,2022-11-07,Green,blakehart@example.net,0,
CUST000148,Mary,Wilson,45,OH,2020-12-03,Green,opierce@example.com,0,
CUST000149,Kyle,Wright,51,PA,2024-08-03,Green,chopkins@example.net,1,2025-04-01
CUST000150,Andrew,Montgomery,48,NJ,2023-04-29,Green,cmarshall@example.net,0,
CUST000151,Stephen,White,26,WA,2025-05-16,Green,eross@example.org,0,
CUST000152,Michael,Lang,50,WA,2022-11-05,Gold,williamsdavid@example.net,0,
CUST000153,Jennifer,Miller,68,TX,2022-07-30,Gold,ydelgado@example.org,0,
CUST000154,Carl,Mendez,67,PA,2020-11-06,Green,leetina@example.com,0,
CUST000155,Lisa,Norton,31,IL,2022-06-03,Green,cameronbell@example.com,0,
CUST000156,Peggy,Hill,22,IL,2021-08-24,Green,gthomas@example.com,0,
CUST000157,Jose,Hunter,58,MA,2021-12-11,Gold,nathan32@example.com,0,
CUST000158,Sharon,Frazier,62,IL,2021-08-30,Platinum,yjackson@example.com,0,
CUST000159,Alyssa,Fields,60,MN,2021-05-21,Platinum,tammy78@example.net,1,2025-06-01
CUST000160,Nicole,Garcia,51,VA,2024-03-04,Green,xrojas@example.com,1,2025-10-01
CUST000161,Miguel,Thomas,30,TN,2022-12-13,Green,kathy73@example.org,0,
CUST000162,Susan,Phillips,56,IL,2024-05-21,Platinum,kyle95@example.net,0,
CUST000163,Arthur,Hernandez,22,NY,2020-09-14,Platinum,xbutler@example.org,1,2025-03-01
CUST000164,Jeremy,Delgado,67,FL,2021-06-27,Gold,brownashley@example.com,0,
CUST000165,Michael,Walker,54,IL,2021-05-02,Gold,brianna35@example.net,0,
CUST000166,Eric,Smith,48,OH,2025-08-31,Platinum,jasminehayes@example.org,0,
CUST000167,Monica,Casey,34,NY,2024-07-10,Gold,acain@example.org,0,
CUST000168,Anna,Bell,37,OH,2024-07-25,Platinum,hguzman@example.net,0,
CUST000169,Frederick,Smith,39,MD,2023-08-26,Green,schmidtrichard@example.org,0,
CUST000170,Rhonda,Garcia,36,WI,2021-08-25,Green,douglasgonzalez@example.net,1,2025-06-01
CUST000171,Deborah,Perry,41,NC,2024-07-20,Green,williambrown@example.net,0,
CUST000172,Pamela,Logan,55,AZ,2020-12-26,Green,brookssamuel@example.com,0,
CUST000173,Diana,Thompson,29,CA,2021-03-06,Platinum,greendawn@example.org,0,
CUST000174,Kara,Neal,68,VA,2022-09-16,Green,jennifer48@example.net,0,
CUST000175,Kristina,Mills,50,WI,2023-04-24,Gold,kenneth31@example.net,0,
CUST000176,Jorge,Young,54,AZ,2020-10-14,Green,shirleyreese@example.com,0,
CUST000177,Paul,Burke,53,IL,2021-11-05,Green,osolomon@example.net,0,
CUST000178,Mckenzie,Herrera,55,IL,2026-08-01,Green,sfranco@example.org,0,
CUST000179,Samuel,Hardy,54,MD,2025-11-02,Green,kristina69@example.net,1,2025-06-01
CUST000180,Renee,Thomas,22,MA,2021-02-28,Gold,rodriguezchristy@example.org,0,
CUST000181,Donald,Johnson,70,PA,2022-10-06,Gold,taylordawn@example.org,0,
CUST000182,Jillian,Jones,59,NY,2024-11-16,Green,james81@example.net,0,
CUST000183,Daniel,Harris,70,IL,2026-05-12,Gold,johnsonstacy@example.net,0,
CUST000184,Karen,Chen,32,IL,2021-03-21,Green,ggarcia@example.net,0,
CUST000185,Luis,Coleman,51,MN,2021-12-04,Green,bellsarah@example.org,0,
CUST000186,Micheal,Flores,67,FL,2024-12-27,Green,nyork@example.net,1,2025-07-01
CUST000187,Robert,Graham,56,CA,2020-11-17,Green,reedjanet@example.net,0,
CUST000188,Jennifer,Carey,41,MD,2024-02-03,Green,george08@example.org,0,
CUST000189,Karen,Brown,54,TN,2022-06-04,Platinum,travis72@example.com,0,
CUST000190,Susan,Robertson,51,FL,2024-04-01,Platinum,justinlewis@example.net,0,
CUST000191,Gabriel,Mcmillan,56,CA,2022-01-31,Green,henryvickie@example.net,0,
CUST000192,Courtney,Kelly,36,OH,2025-06-01,Green,vmcfarland@example.org,1,2025-05-01
CUST000193,Debbie,Watson,38,CA,2023-03-24,Green,jose88@example.org,0,
CUST000194,Nicole,Hall,70,FL,2022-12-21,Gold,mmartinez@example.net,0,
CUST000195,Debbie,Bailey,53,MA,2025-03-18,Green,aimee78@example.net,0,
CUST000196,Steven,Norris,56,NY,2022-08-20,Gold,beth25@example.com,0,
CUST000197,Heather,Romero,69,TX,2024-07-20,Platinum,kevin92@example.net,0,
CUST000198,John,Nguyen,49,NJ,2021-08-18,Green,eugene53@example.com,0,
CUST000199,Jessica,Garcia,60,MD,2026-07-18,Gold,gonzalezedward@example.org,0,
CUST000200,Jessica,Graham,59,MD,2025-06-18,Gold,danielpruitt@example.com,0,
CUST000201,Paul,Johnson,33,NC,2021-12-07,Gold,bdickerson@example.net,0,
CUST000202,Tina,Phillips,49,MD,2022-01-11,Green,thomascassandra@example.com,0,
CUST000203,John,Farrell,55,CO,2020-09-23,Gold,qsingleton@example.net,0,
CUST000204,Natalie,May,53,GA,2024-08-10,Platinum,erinmay@example.com,0,
CUST000205,Jordan,Haynes,65,MD,2023-04-16,Gold,zsanchez@example.net,1,2025-04-01
CUST000206,Eric,Atkinson,37,TN,2024-12-20,Green,ngibson@example.com,0,
CUST000207,Donna,Salas,33,MA,2023-10-21,Gold,kimberly67@example.org,0,
CUST000208,Amy,Martin,29,AZ,2020-12-03,Gold,aprilgarcia@example.net,0,
CUST000209,Jamie,Alvarez,28,WA,2023-06-08,Gold,fowlermaria@example.net,0,
CUST000210,Judy,Bryant,49,NJ,2022-10-02,Green,philipfarmer@example.org,0,
CUST000211,Christina,Walsh,25,GA,2025-01-25,Platinum,joshua60@example.org,1,2025-07-01
CUST000212,Rose,Fuller,48,TX,2021-02-22,Platinum,betty13@example.com,1,2025-06-01
CUST000213,Shelby,Rose,34,MI,2025-02-21,Green,virginiayu@example.com,0,
CUST000214,David,Frank,28,IL,2021-12-19,Gold,taylorhart@example.org,0,
CUST000215,Dustin,Wade,66,VA,2025-07-31,Green,smcdonald@example.net,0,
CUST000216,Kimberly,Harrison,30,NC,2024-08-04,Platinum,josephbennett@example.com,0,
CUST000217,Erika,Olson,29,MA,2026-08-04,Platinum,michael45@example.com,0,
CUST000218,Cindy,Miller,35,FL,2023-08-09,Gold,eric46@example.org,0,
CUST000219,Anne,Nguyen,46,CO,2021-03-16,Gold,alyssareed@example.net,0,
CUST000220,Alexander,Lynn,31,GA,2020-10-13,Green,john19@example.org,0,
CUST000221,Jacob,Hayes,31,AZ,2025-10-26,Green,jasonpowell@example.net,0,
CUST000222,Patricia,Franklin,53,WA,2021-09-13,Green,barnettpatricia@example.net,1,2025-11-01
CUST000223,James,Schwartz,42,AZ,2025-09-22,Gold,harmonsamuel@example.org,0,
CUST000224,Joseph,Young,33,VA,2024-01-10,Green,thomasgrant@example.com,0,
CUST000225,Drew,Henry,41,TX,2023-07-01,Platinum,mmartin@example.net,0,
CUST000226,Mary,Mcdonald,67,VA,2020-09-25,Gold,dortega@example.com,0,
CUST000227,Zoe,Lowe,22,NJ,2023-04-01,Green,danafields@example.org,0,
CUST000228,Brandon,Doyle,56,MA,2020-10-26,Green,lindsey18@example.com,0,
CUST000229,Priscilla,Johnson,49,NY,2023-08-08,Gold,vgarrett@example.org,0,
CUST000230,Michael,Wells,45,NJ,2025-11-11,Platinum,justinpeterson@example.com,0,
CUST000231,Margaret,Carter,54,MN,2024-01-07,Gold,gpowell@example.com,0,
CUST000232,Michael,Harris,39,MD,2025-12-06,Green,vconner@example.org,0,
CUST000233,Kevin,Willis,25,FL,2022-08-06,Gold,muellerbilly@example.net,0,
CUST000234,Richard,Andrews,35,FL,2024-01-08,Green,aevans@example.org,0,
CUST000235,Sandra,Franklin,26,NC,2021-11-01,Platinum,mccormickrenee@example.net,0,
CUST000236,Dylan,Nunez,38,CA,2022-12-13,Gold,lewiselizabeth@example.com,0,
CUST000237,Gordon,Alvarado,70,PA,2024-06-11,Green,fishercraig@example.net,0,
CUST000238,Monica,Taylor,38,IL,2020-10-10,Gold,anna44@example.org,0,
CUST000239,Lucas,Jordan,48,NC,2023-03-24,Gold,jimenezalexa@example.org,0,
CUST000240,Robert,Dominguez,46,IL,2025-05-03,Green,agriffin@example.net,0,
CUST000241,Brittany,Pace,55,MD,2023-01-07,Platinum,thomasgutierrez@example.org,0,
CUST000242,Thomas,Huang,57,CO,2021-03-11,Green,simmonsalbert@example.net,0,
CUST000243,Tammy,Davis,65,NJ,2021-06-04,Platinum,andersonandrew@example.net,0,
CUST000244,Shannon,Manning,26,NC,2024-02-09,Platinum,diazjulie@example.net,0,
CUST000245,Jessica,Miller,24,PA,2025-10-29,Green,qmurray@example.org,0,
CUST000246,Alexander,Smith,48,TX,2024-12-30,Gold,pricelarry@example.net,0,
CUST000247,Michelle,Tucker,38,NY,2021-09-09,Green,stewartstacy@example.net,1,2025-10-01
CUST000248,Erica,Thomas,61,TX,2023-04-30,Gold,coxdeanna@example.net,0,
CUST000249,Thomas,Strickland,37,TX,2025-07-03,Gold,yduffy@example.net,0,
CUST000250,Joshua,Howell,59,GA,2022-09-12,Gold,molly02@example.net,0,
CUST000251,Brenda,Bray,25,NC,2025-09-09,Platinum,nicholascohen@example.net,0,
CUST000252,Jimmy,Hayes,28,MA,2025-04-28,Green,morrisjoseph@example.org,0,
CUST000253,Lisa,Clay,21,NJ,2024-03-19,Gold,robertsdonald@example.net,0,
CUST000254,Theresa,Robles,56,AZ,2021-07-30,Green,freed@example.net,0,
CUST000255,Laura,Gonzalez,38,MN,2024-01-07,Green,kylebrown@example.com,0,
CUST000256,Jamie,Scott,29,CA,2023-06-27,Gold,connersteve@example.org,0,
CUST000257,Michael,Brown,54,GA,2023-11-29,Gold,qriley@example.net,0,
CUST000258,William,Harris,28,PA,2022-08-15,Platinum,jameswhite@example.net,0,
CUST000259,Becky,Howard,37,CA,2022-06-07,Gold,johnlivingston@example.com,0,
CUST000260,Daniel,Chen,32,OH,2022-12-09,Green,moorecarla@example.com,0,
CUST000261,Catherine,Davis,40,MI,2022-05-18,Platinum,veronicacline@example.com,0,
CUST000262,Jason,Schaefer,54,OH,2024-03-19,Green,ronald79@example.net,0,
CUST000263,Jonathan,Johnson,39,MA,2026-06-22,Green,virginiagray@example.org,0,
CUST000264,Angela,Harrell,53,PA,2020-12-31,Gold,etucker@example.net,1,2025-07-01
CUST000265,Sandra,Mccarthy,38,VA,2024-07-13,Green,scottanne@example.net,0,
CUST000266,Samantha,Hunter,22,NC,2021-03-26,Green,shanemoore@example.org,0,
CUST000267,Jeffrey,Johnson,23,NY,2026-08-23,Platinum,shelley08@example.org,0,
CUST000268,Brandon,Hartman,22,MD,2025-09-19,Green,jbrown@example.com,0,
CUST000269,Sheila,Rhodes,56,OH,2025-03-23,Platinum,brittany71@example.com,0,
CUST000270,Jonathan,Martinez,53,CO,2022-08-21,Gold,cgray@example.org,0,
CUST000271,Robin,Mcclain,36,MA,2025-07-16,Green,mlove@example.org,1,2025-09-01
CUST000272,Marissa,Miller,27,AZ,2021-08-20,Green,pamela27@example.org,0,
CUST000273,Paul,Johnson,63,CO,2026-04-01,Green,chavezmatthew@example.org,0,
CUST000274,Courtney,Thomas,55,WA,2023-07-24,Platinum,jillwhite@example.com,0,
CUST000275,Duane,Harrell,53,MI,2024-01-06,Green,robert32@example.org,0,
CUST000276,Mary,Cook,65,OH,2022-04-27,Green,jorgerodriguez@example.com,0,
CUST000277,Danny,Irwin,35,NJ,2026-02-10,Green,welchkristin@example.org,0,
CUST000278,Mary,Wilson,33,IL,2024-01-20,Platinum,tarareynolds@example.com,0,
CUST000279,Sara,Davis,46,VA,2026-09-06,Green,robert20@example.net,0,
CUST000280,Drew,Bowman,24,IL,2026-07-25,Gold,vroman@example.net,1,2025-07-01
CUST000281,Aaron,Collier,21,TX,2021-07-15,Green,jacob60@example.com,0,
CUST000282,Ashley,Taylor,61,NC,2022-01-02,Platinum,aimeehall@example.org,0,
CUST000283,Christian,Miller,48,PA,2021-11-15,Gold,ljuarez@example.org,0,
CUST000284,Elizabeth,Fuller,24,TX,2021-07-08,Green,brandiharris@example.org,1,2025-10-01
CUST000285,April,Randall,63,WA,2024-11-05,Platinum,stonemichael@example.com,0,
CUST000286,Michelle,Snyder,53,MI,2025-09-29,Green,ortizkathryn@example.org,0,
CUST000287,Joseph,Lopez,59,GA,2025-12-04,Gold,benjamin59@example.net,0,
CUST000288,Michael,Frederick,65,MI,2025-11-04,Gold,martinezjennifer@example.com,0,
CUST000289,Miranda,Johnston,23,MA,2025-05-15,Green,carterdaniel@example.net,1,2025-10-01
CUST000290,William,Moreno,32,PA,2023-08-31,Green,andrewponce@example.org,1,2025-02-01
CUST000291,Gary,Collins,38,MA,2024-05-29,Green,smithsara@example.net,0,
CUST000292,Andrew,Greene,21,NC,2021-11-12,Green,smills@example.com,0,
CUST000293,Molly,Love,44,NJ,2021-04-24,Green,nelsonsteven@example.net,0,
CUST000294,Joshua,Martinez,56,NJ,2023-09-13,Green,iwilkerson@example.net,1,2025-11-01
CUST000295,Jeremy,Barnett,36,CA,2022-01-22,Platinum,kfrancis@example.org,0,
CUST000296,Paul,Fisher,40,OH,2026-04-27,Green,fostershelly@example.com,1,2025-07-01
CUST000297,John,Rogers,43,PA,2022-09-22,Gold,kcameron@example.com,0,
CUST000298,Melanie,Brown,21,NJ,2025-08-01,Green,susanmichael@example.org,1,2025-09-01
CUST000299,Elizabeth,Smith,45,TX,2025-12-01,Green,schmidtchad@example.com,0,
CUST000300,Elizabeth,Perez,51,NC,2021-11-24,Gold,xbooker@example.com,0,
CUST000301,Lisa,Wilkerson,53,OH,2024-06-29,Platinum,johnsondarlene@example.com,0,
CUST000302,Cindy,Fuller,36,MD,2026-03-15,Gold,howelljohn@example.net,0,
CUST000303,Joel,Williams,70,NY,2020-10-10,Green,torresdeborah@example.org,1,2025-06-01
CUST000304,Susan,Mccall,26,NC,2021-01-21,Platinum,christopher98@example.org,0,
CUST000305,William,Mcclure,26,IL,2023-05-02,Green,rray@example.org,0,
CUST000306,Joy,Mitchell,46,WI,2025-02-09,Green,kbishop@example.org,1,2025-06-01
CUST000307,James,Page,23,WA,2024-08-05,Gold,tsnow@example.net,0,
CUST000308,Lori,Johnson,22,MI,2023-07-24,Platinum,jeffrey88@example.com,0,
CUST000309,Randy,Glass,40,GA,2026-07-06,Platinum,michelleallen@example.net,0,
CUST000310,Joseph,Johns,26,WI,2022-08-25,Gold,kennethbarton@example.org,0,
CUST000311,Catherine,Bailey,54,IL,2024-01-01,Green,blackmary@example.com,1,2025-03-01
